dupe,w1,w2,col,p1,p2,len1,len2,lev,let1,let2,a,h,i
False,IN,DE,State_ab,0.02169382341796135,0.002652519893899204,2,2,2,True,True,False,False,False
False,AZ,SD,State_ab,0.01790450928381963,0.005873436907919668,2,2,2,True,True,False,False,False
False,CA,AR,State_ab,0.08047555892383479,0.012031072375899962,2,2,2,True,True,False,False,False
False,KS,MO,State_ab,0.013973095869647591,0.02444107616521409,2,2,2,True,True,False,False,False
False,MT,NY,State_ab,0.006157635467980296,0.05977643046608564,2,2,2,True,True,False,False,False
False,NE,FL,State_ab,0.010704812428950359,0.04594543387646837,2,2,2,True,True,False,False,False
False,UT,NJ,State_ab,0.00852595680181887,0.024914740431981813,2,2,2,True,True,False,False,False
False,NH,WA,State_ab,0.003789314134141721,0.02079386131110269,2,2,2,True,True,False,False,False
False,WY,MD,State_ab,0.001942023493747632,0.017572944297082227,2,2,2,True,True,False,False,False
False,PR,AL,State_ab,0.010846911708980677,0.03884046987495264,2,2,2,True,True,False,False,False
False,OR,DC,State_ab,0.012031072375899962,0.0014683592269799169,2,2,2,True,True,False,False,False
False,ND,TN,State_ab,0.005731337627889352,0.017762410003789315,2,2,2,True,True,False,False,False
False,CO,OK,State_ab,0.015915119363395226,0.016957180750284198,2,2,2,True,True,False,False,False
False,PA,AK,State_ab,0.04760325881015536,0.00502084122773778,2,2,2,True,True,False,False,False
False,WI,CT,State_ab,0.02193065555134521,0.00942591890867753,2,2,2,True,True,False,False,False
False,MN,GA,State_ab,0.02193065555134521,0.02425161045850701,2,2,2,True,True,False,False,False
False,ME,IA,State_ab,0.004641909814323607,0.018425539977264115,2,2,2,True,True,False,False,False
False,MA,WV,State_ab,0.017620310723758997,0.007152330428192497,2,2,2,True,True,False,False,False
False,HI,MI,State_ab,0.004357711254262978,0.03206707086017431,2,2,1,True,True,False,False,False
False,KY,ID,State_ab,0.01577302008336491,0.005210306934444866,2,2,2,True,True,False,False,False
False,NC,SC,State_ab,0.02733042819249716,0.013925729442970823,2,2,1,True,True,False,False,False
False,RI,MS,State_ab,0.002841985600606291,0.010278514588859415,2,2,2,True,True,False,False,False
False,OH,VA,State_ab,0.04125615763546798,0.022972716938234185,2,2,2,True,True,False,False,False
False,IL,NV,State_ab,0.04452444107616521,0.0071996968548692685,2,2,2,True,True,False,False,False
False,yr,Hour,wage_offer_unit_of_pay_9089,0.05271101233565373,0.018799985041216792,2,4,3,True,True,False,False,False
False,Week,Month,wage_offer_unit_of_pay_9089,0.0003793120028207991,0.0002163681142851037,4,5,5,True,True,False,False,False
False,Bi-Weekly,mth,wage_offer_unit_of_pay_9089,5.342422574940833e-05,5.6095437036878737e-05,9,3,9,True,True,False,False,False
False,bi,Year,wage_offer_unit_of_pay_9089,2.404090158723375e-05,0.6159572819890907,2,4,4,True,True,False,False,False
False,hr,wk,wage_offer_unit_of_pay_9089,0.002086216015514395,8.01363386241125e-05,2,2,2,True,True,False,False,False
False,2.0,0.25,against_ground,0.2297128589263421,0.00749063670411985,3,4,3,False,False,False,False,False
False,4.0,1.0,against_ground,0.018726591760299626,0.50187265917603,3,3,1,False,False,False,False,False
False,0.5,0.0,against_ground,0.1198501872659176,0.12234706616729088,3,3,1,False,False,False,False,False
False,grass,bug,type2,0.024968789013732832,0.006242197253433208,5,3,5,True,True,False,False,False
False,ground,poison,type2,0.04244694132334582,0.04244694132334582,6,6,6,True,True,False,False,False
False,fire,fairy,type2,0.016229712858926344,0.036204744069912614,4,5,2,True,True,False,False,False
False,ice,flying,type2,0.018726591760299626,0.11860174781523095,3,6,5,True,True,False,False,False
False,dark,electric,type2,0.02621722846441948,0.011235955056179777,4,8,7,True,True,False,False,False
False,ghost,water,type2,0.017478152309612985,0.02122347066167291,5,5,5,True,True,False,False,False
False,normal,psychic,type2,0.004993757802746567,0.036204744069912614,6,7,7,True,True,False,False,False
False,steel,rock,type2,0.02746566791510612,0.017478152309612985,5,4,5,True,True,False,False,False
False,fighting,dragon,type2,0.03121098626716604,0.02122347066167291,8,6,7,True,True,False,False,False
False,1,0,TjRMa,0.09420289855072464,0.9057971014492754,1,1,1,False,False,False,False,False
False,1,0,q30LearnCodeYoutube,0.6760063770426464,0.3239936229573535,1,1,1,False,False,False,False,False
False,1968.0,1993.0,sna_system,0.15145730049576206,0.6279285942747481,6,6,2,False,False,False,False,False
False,Hate,Love,q28LoveJulia,0.08792347548824232,0.04372259864487844,4,4,3,True,True,False,False,False
False,2,3,q31Level3,0.01634117178158629,0.0013949780789159027,1,1,1,False,False,False,False,False
False,1,4,q31Level3,0.9780390593862096,0.0042247907532881645,1,1,1,False,False,False,False,False
False,Ratio,  Millions of Dollars,dt_unit,0.012245632991175941,0.4685755447505853,5,21,19,True,False,False,False,False
False, Thousands of Units,  Percent,dt_unit,0.025841887268143345,0.1257878624167117,19,9,16,False,False,False,False,False
False,  Dollars,Number of Months,dt_unit,0.002881325409688457,0.0002701242571582928,9,16,13,False,True,False,False,False
False,1,0,StXbor,0.08234519104084323,0.9176548089591569,1,1,1,False,False,False,False,False
False,Love,Hate,q29FrameLoveBackboneDotjs,0.08632921482662416,0.08915902750099641,4,4,3,True,True,False,False,False
False,Unilateral document,Multiparty signed/agreed,Status,0.06851119894598155,0.9229249011857708,19,24,19,True,True,False,False,False
False,Agreement with subsequent status,Status unclear,Status,0.003952569169960474,0.00461133069828722,32,14,25,True,True,False,False,False
False,3,1,HrIi,0.011198945981554678,0.009881422924901186,1,1,1,False,False,False,False,False
False,2,0,HrIi,0.007905138339920948,0.9710144927536232,1,1,1,False,False,False,False,False
False,GPS,GAZ,SOURCE,0.3491051224027978,0.01810327093190701,3,3,2,True,True,False,False,False
False,CEN,MIS,SOURCE,0.6233285332236166,0.009463073441678668,3,3,3,True,True,False,False,False
False,Email,Live Voice,Type of Call or Messge,0.0004039821399601956,0.1610966259538909,5,10,9,True,True,False,False,False
False,Abandoned Calls,Prerecorded Voice,Type of Call or Messge,0.07010415529031047,0.2367112672845508,15,17,13,True,True,False,False,False
False,Autodialed Live Voice Call,Text Message,Type of Call or Messge,0.008333059417184192,0.014316448435019844,26,12,22,True,True,False,False,False
False,40.0,12.0,TotAmortPeriod,0.011029411764705885,0.0014705882352941176,4,4,2,False,False,False,False,False
False,mPINC,ACS 5-Year Estimates,DataSource,0.00027228801140639236,0.0007871598875202979,5,20,19,True,True,False,False,False
False,NSCH,"HRSA, UDS",DataSource,0.0007723078141708582,0.0005445760228127847,4,9,8,True,True,False,False,False
False,"NVSS, Mortality",BRFSS,DataSource,0.00025743593805695284,0.7424081151728781,15,5,14,True,True,False,False,False
False,State Inpatient Data,USDA National Farmers' Market Directory,DataSource,0.02308012198502911,0.00040843201710958845,20,39,30,True,True,False,False,False
False,ACS 1-Year Estimates,"Birth Certificate, NVSS",DataSource,0.0005445760228127847,0.00012871796902847637,20,23,19,True,True,False,False,False
False,CDC Breastfeeding Report Card,Current Population Survey,DataSource,0.0005396253316963048,0.00013614400570319618,29,25,24,True,True,False,False,False
False,NVSS,National Immunization Survey,DataSource,0.1974236603429839,0.0005445760228127847,4,28,26,True,True,False,False,False
False,State Emergency Department Data,SEDD; SID,DataSource,0.0027624856429957624,0.0046189948116757105,31,9,27,True,True,False,False,False
False,ANRF,CDC Children's Food Environment State Indicator Report,DataSource,0.00027228801140639236,0.0002673373202899125,4,54,53,True,True,False,False,False
False,ASHW,CDC School Health Profiles,DataSource,0.0005346746405798249,0.0013589647114737218,4,26,24,True,True,False,False,False
False,STATE,USRDS,DataSource,0.0017475939641173907,0.0025743593805695273,5,5,5,True,True,False,False,False
False,Legal Research,YRBSS,DataSource,0.000532199295021585,0.0037055923006851757,14,5,13,True,True,False,False,False
False,InfoUSA; USDA,CMS CCW,DataSource,0.00027228801140639236,0.00013614400570319618,13,7,11,True,True,False,False,False
False,CMS Part A Claims Data,AEDS,DataSource,0.004633846885025149,0.0002648619747316725,22,4,20,True,True,False,False,False
False,WFRS,PRAMS,DataSource,0.00027228801140639236,0.0012252960513287655,4,5,4,True,True,False,False,False
False,Death certificate,APIS,DataSource,0.0030892312566834328,0.0007945859241950176,17,4,17,True,True,False,False,False
False,1.0,0.0,ad723,0.04647285610086485,0.6336355110972178,3,3,1,False,False,False,False,False
False,Washington,Alaska,STATE,0.020095265621005123,0.003546059871719339,10,6,9,True,True,False,False,False
False,Iowa,Oregon,STATE,0.025656132238019543,0.015659911737569338,4,6,6,True,True,False,False,False
False,Colorado,California,STATE,0.01242232572616414,0.06970119721206328,8,10,6,True,True,False,False,False
False,Montana,Tennessee,STATE,0.031439322357963075,0.009181960670972331,7,9,8,True,True,False,False,False
False,Wyoming,Kentucky,STATE,0.003218132704898898,0.011188430284907569,7,8,8,True,True,False,False,False
False,Utah,District of Columbia,STATE,0.0026845562978690288,6.669705087873364e-05,4,20,19,True,True,False,False,False
False,Georgia,Florida,STATE,0.012766927155704265,0.004468702408875154,7,7,4,True,True,False,False,False
False,Nevada,Maryland,STATE,0.0011338498649384721,0.0016007292210896075,6,8,7,True,True,False,False,False
False,Idaho,New Mexico,STATE,0.007600684756389022,0.005674807412265589,5,10,9,True,True,False,False,False
False,Missouri,Virginia,STATE,0.0350437421492013,0.009432074611767585,8,8,7,True,True,False,False,False
False,North Dakota,West Virginia,STATE,0.016168476750519682,0.003779499549794906,12,13,11,True,True,False,False,False
False,Wisconsin,Connecticut,STATE,0.028624151002123187,0.01151079936415478,9,11,10,True,True,False,False,False
False,Maine,Delaware,STATE,0.01870296468391156,0.0012644649229093257,5,8,6,True,True,False,False,False
False,Pennsylvania,New Hampshire,STATE,0.04025444924910237,0.011708111473004369,12,13,11,True,True,False,False,False
False,Kansas,Mississippi,STATE,0.019856267855356328,0.009951755799864384,6,11,9,True,True,False,False,False
False,Ohio,Illinois,STATE,0.04843039606932047,0.06695550195088874,4,8,6,True,True,False,False,False
False,Louisiana,Indiana,STATE,0.004515946153247591,0.02102624528952078,9,7,5,True,True,False,False,False
False,South Carolina,Arizona,STATE,0.006530752898542671,0.015618226080770127,14,7,11,True,True,False,False,False
False,Texas,Massachusetts,STATE,0.07041819050900966,0.025317088896052647,5,13,11,True,True,False,False,False
False,Minnesota,Nebraska,STATE,0.02811280694538623,0.03271212441223224,9,8,7,True,True,False,False,False
False,Vermont,New Jersey,STATE,0.021893306950944318,0.03809513222690337,7,10,9,True,True,False,False,False
False,North Carolina,Hawaii,STATE,0.007842461565824431,6.669705087873364e-05,14,6,12,True,True,False,False,False
False,Oklahoma,Alabama,STATE,0.03504930023677453,0.008670616614235373,8,7,4,True,True,False,False,False
False,Arkansas,South Dakota,STATE,0.01861959337031314,0.010799364154781622,8,12,11,True,True,False,False,False
False,Michigan,New York,STATE,0.04630164852877422,0.046190486777309664,8,8,8,True,True,False,False,False
False,1.0,0.0,ad727,0.014483692820673128,0.6533291653641763,3,3,1,False,False,False,False,False
False,Croatia,Malaysia,Country Name,0.0037174721189591076,0.0037174721189591076,7,8,5,True,True,False,False,False
False,St. Vincent and the Grenadines,Norway,Country Name,0.0037174721189591076,0.0037174721189591076,30,6,28,True,True,False,False,False
False,Brazil,Low income,Country Name,0.0037174721189591076,0.0037174721189591076,6,10,9,True,True,False,False,False
False,Sint Maarten (Dutch part),Tajikistan,Country Name,0.0037174721189591076,0.0037174721189591076,25,10,22,True,True,False,False,False
False,Sierra Leone,Afghanistan,Country Name,0.0037174721189591076,0.0037174721189591076,12,11,11,True,True,False,False,False
False,Cayman Islands,Australia,Country Name,0.0037174721189591076,0.0037174721189591076,14,9,13,True,True,False,False,False
False,Canada,Seychelles,Country Name,0.0037174721189591076,0.0037174721189591076,6,10,10,True,True,False,False,False
False,"Hong Kong SAR, China",Djibouti,Country Name,0.0037174721189591076,0.0037174721189591076,20,8,18,True,True,False,False,False
False,Guinea-Bissau,Singapore,Country Name,0.0037174721189591076,0.0037174721189591076,13,9,10,True,True,False,False,False
False,British Virgin Islands,Andorra,Country Name,0.0037174721189591076,0.0037174721189591076,22,7,20,True,True,False,False,False
False,Rwanda,Comoros,Country Name,0.0037174721189591076,0.0037174721189591076,6,7,7,True,True,False,False,False
False,Liechtenstein,"Gambia, The",Country Name,0.0037174721189591076,0.0037174721189591076,13,11,12,True,True,False,False,False
False,France,St. Martin (French part),Country Name,0.0037174721189591076,0.0037174721189591076,6,24,20,True,True,False,False,False
False,Sub-Saharan Africa (excluding high income),IDA & IBRD total,Country Name,0.0037174721189591076,0.0037174721189591076,42,16,37,True,True,False,False,False
False,Bhutan,Algeria,Country Name,0.0037174721189591076,0.0037174721189591076,6,7,7,True,True,False,False,False
False,Equatorial Guinea,"Macedonia, FYR",Country Name,0.0037174721189591076,0.0037174721189591076,17,14,13,True,True,False,False,False
False,Switzerland,Lithuania,Country Name,0.0037174721189591076,0.0037174721189591076,11,9,8,True,True,False,False,False
False,Small states,Kiribati,Country Name,0.0037174721189591076,0.0037174721189591076,12,8,10,True,True,False,False,False
False,Belgium,"Venezuela, RB",Country Name,0.0037174721189591076,0.0037174721189591076,7,13,11,True,True,False,False,False
False,Heavily indebted poor countries (HIPC),Belize,Country Name,0.0037174721189591076,0.0037174721189591076,38,6,34,True,True,False,False,False
False,Syrian Arab Republic,Nigeria,Country Name,0.0037174721189591076,0.0037174721189591076,20,7,17,True,True,False,False,False
False,Sweden,Central Europe and the Baltics,Country Name,0.0037174721189591076,0.0037174721189591076,6,30,27,True,True,False,False,False
False,Latin America & Caribbean,South Asia (IDA & IBRD),Country Name,0.0037174721189591076,0.0037174721189591076,25,23,21,True,True,False,False,False
False,Pre-demographic dividend,Cabo Verde,Country Name,0.0037174721189591076,0.0037174721189591076,24,10,20,True,True,False,False,False
False,Malta,Czech Republic,Country Name,0.0037174721189591076,0.0037174721189591076,5,14,13,True,True,False,False,False
False,Iraq,East Asia & Pacific (excluding high income),Country Name,0.0037174721189591076,0.0037174721189591076,4,43,42,True,True,False,False,False
False,Jamaica,Guyana,Country Name,0.0037174721189591076,0.0037174721189591076,7,6,5,True,True,False,False,False
False,Dominican Republic,Namibia,Country Name,0.0037174721189591076,0.0037174721189591076,18,7,14,True,True,False,False,False
False,Serbia,Dominica,Country Name,0.0037174721189591076,0.0037174721189591076,6,8,6,True,True,False,False,False
False,Ireland,Swaziland,Country Name,0.0037174721189591076,0.0037174721189591076,7,9,5,True,True,False,False,False
False,Kenya,Liberia,Country Name,0.0037174721189591076,0.0037174721189591076,5,7,5,True,True,False,False,False
False,Lesotho,Turkmenistan,Country Name,0.0037174721189591076,0.0037174721189591076,7,12,10,True,True,False,False,False
False,Japan,"Macao SAR, China",Country Name,0.0037174721189591076,0.0037174721189591076,5,16,13,True,True,False,False,False
False,Uzbekistan,Bulgaria,Country Name,0.0037174721189591076,0.0037174721189591076,10,8,9,True,True,False,False,False
False,Colombia,Guinea,Country Name,0.0037174721189591076,0.0037174721189591076,8,6,7,True,True,False,False,False
False,Italy,Ukraine,Country Name,0.0037174721189591076,0.0037174721189591076,5,7,6,True,True,False,False,False
False,Middle East & North Africa (IDA & IBRD countries),Indonesia,Country Name,0.0037174721189591076,0.0037174721189591076,49,9,44,True,True,False,False,False
False,United Arab Emirates,Haiti,Country Name,0.0037174721189591076,0.0037174721189591076,20,5,17,True,True,False,False,False
False,Cote d'Ivoire,American Samoa,Country Name,0.0037174721189591076,0.0037174721189591076,13,14,14,True,True,False,False,False
False,Post-demographic dividend,San Marino,Country Name,0.0037174721189591076,0.0037174721189591076,25,10,21,True,True,False,False,False
False,Sub-Saharan Africa (IDA & IBRD countries),Panama,Country Name,0.0037174721189591076,0.0037174721189591076,41,6,38,True,True,False,False,False
False,El Salvador,Cyprus,Country Name,0.0037174721189591076,0.0037174721189591076,11,6,11,True,True,False,False,False
False,Romania,Fragile and conflict affected situations,Country Name,0.0037174721189591076,0.0037174721189591076,7,40,36,True,True,False,False,False
False,Mauritius,New Zealand,Country Name,0.0037174721189591076,0.0037174721189591076,9,11,11,True,True,False,False,False
False,Tanzania,Russian Federation,Country Name,0.0037174721189591076,0.0037174721189591076,8,18,14,True,True,False,False,False
False,"Congo, Rep.",Aruba,Country Name,0.0037174721189591076,0.0037174721189591076,11,5,11,True,True,False,False,False
False,Bermuda,"Yemen, Rep.",Country Name,0.0037174721189591076,0.0037174721189591076,7,11,10,True,True,False,False,False
False,Virgin Islands (U.S.),Luxembourg,Country Name,0.0037174721189591076,0.0037174721189591076,21,10,21,True,True,False,False,False
False,Grenada,Low & middle income,Country Name,0.0037174721189591076,0.0037174721189591076,7,19,17,True,True,False,False,False
False,IDA total,Lower middle income,Country Name,0.0037174721189591076,0.0037174721189591076,9,19,17,True,True,False,False,False
False,Antigua and Barbuda,Papua New Guinea,Country Name,0.0037174721189591076,0.0037174721189591076,19,16,14,True,True,False,False,False
False,Tuvalu,Austria,Country Name,0.0037174721189591076,0.0037174721189591076,6,7,6,True,True,False,False,False
False,Sao Tome and Principe,Zambia,Country Name,0.0037174721189591076,0.0037174721189591076,21,6,18,True,True,False,False,False
False,South Asia,Angola,Country Name,0.0037174721189591076,0.0037174721189591076,10,6,9,True,True,False,False,False
False,Gabon,India,Country Name,0.0037174721189591076,0.0037174721189591076,5,5,5,True,True,False,False,False
False,Middle East & North Africa,Chad,Country Name,0.0037174721189591076,0.0037174721189591076,26,4,25,True,True,False,False,False
False,Uganda,Qatar,Country Name,0.0037174721189591076,0.0037174721189591076,6,5,5,True,True,False,False,False
False,Ethiopia,Belarus,Country Name,0.0037174721189591076,0.0037174721189591076,8,7,8,True,True,False,False,False
False,Kuwait,Uruguay,Country Name,0.0037174721189591076,0.0037174721189591076,6,7,6,True,True,False,False,False
False,"Korea, Dem. People’s Rep.",New Caledonia,Country Name,0.0037174721189591076,0.0037174721189591076,25,13,21,True,True,False,False,False
False,"Micronesia, Fed. Sts.",Gibraltar,Country Name,0.0037174721189591076,0.0037174721189591076,21,9,17,True,True,False,False,False
False,Lao PDR,West Bank and Gaza,Country Name,0.0037174721189591076,0.0037174721189591076,7,18,16,True,True,False,False,False
False,Cambodia,St. Kitts and Nevis,Country Name,0.0037174721189591076,0.0037174721189591076,8,19,17,True,True,False,False,False
False,Myanmar,Early-demographic dividend,Country Name,0.0037174721189591076,0.0037174721189591076,7,26,23,True,True,False,False,False
False,Saudi Arabia,Togo,Country Name,0.0037174721189591076,0.0037174721189591076,12,4,12,True,True,False,False,False
False,Albania,High income,Country Name,0.0037174721189591076,0.0037174721189591076,7,11,10,True,True,False,False,False
False,Guatemala,Mozambique,Country Name,0.0037174721189591076,0.0037174721189591076,9,10,9,True,True,False,False,False
False,Madagascar,European Union,Country Name,0.0037174721189591076,0.0037174721189591076,10,14,13,True,True,False,False,False
False,Paraguay,Greenland,Country Name,0.0037174721189591076,0.0037174721189591076,8,9,8,True,True,False,False,False
False,Bolivia,China,Country Name,0.0037174721189591076,0.0037174721189591076,7,5,5,True,True,False,False,False
False,Puerto Rico,"Korea, Rep.",Country Name,0.0037174721189591076,0.0037174721189591076,11,11,9,True,True,False,False,False
False,Honduras,Armenia,Country Name,0.0037174721189591076,0.0037174721189591076,8,7,7,True,True,False,False,False
False,Vanuatu,Timor-Leste,Country Name,0.0037174721189591076,0.0037174721189591076,7,11,10,True,True,False,False,False
False,Upper middle income,Malawi,Country Name,0.0037174721189591076,0.0037174721189591076,19,6,17,True,True,False,False,False
False,Kazakhstan,OECD members,Country Name,0.0037174721189591076,0.0037174721189591076,10,12,12,True,True,False,False,False
False,World,Lebanon,Country Name,0.0037174721189591076,0.0037174721189591076,5,7,7,True,True,False,False,False
False,Mali,South Africa,Country Name,0.0037174721189591076,0.0037174721189591076,4,12,11,True,True,False,False,False
False,Cuba,Spain,Country Name,0.0037174721189591076,0.0037174721189591076,4,5,5,True,True,False,False,False
False,Philippines,Brunei Darussalam,Country Name,0.0037174721189591076,0.0037174721189591076,11,17,15,True,True,False,False,False
False,IBRD only,North America,Country Name,0.0037174721189591076,0.0037174721189591076,9,13,12,True,True,False,False,False
False,Caribbean small states,St. Lucia,Country Name,0.0037174721189591076,0.0037174721189591076,22,9,20,True,True,False,False,False
False,Burkina Faso,Estonia,Country Name,0.0037174721189591076,0.0037174721189591076,12,7,10,True,True,False,False,False
False,Slovenia,Kosovo,Country Name,0.0037174721189591076,0.0037174721189591076,8,6,7,True,True,False,False,False
False,Costa Rica,Barbados,Country Name,0.0037174721189591076,0.0037174721189591076,10,8,9,True,True,False,False,False
False,Maldives,Turkey,Country Name,0.0037174721189591076,0.0037174721189591076,8,6,7,True,True,False,False,False
False,Mongolia,Azerbaijan,Country Name,0.0037174721189591076,0.0037174721189591076,8,10,8,True,True,False,False,False
False,Nepal,Mauritania,Country Name,0.0037174721189591076,0.0037174721189591076,5,10,9,True,True,False,False,False
False,Ecuador,Sub-Saharan Africa,Country Name,0.0037174721189591076,0.0037174721189591076,7,18,16,True,True,False,False,False
False,Northern Mariana Islands,Europe & Central Asia (excluding high income),Country Name,0.0037174721189591076,0.0037174721189591076,24,45,36,True,True,False,False,False
False,Eritrea,Benin,Country Name,0.0037174721189591076,0.0037174721189591076,7,5,7,True,True,False,False,False
False,East Asia & Pacific (IDA & IBRD countries),"Egypt, Arab Rep.",Country Name,0.0037174721189591076,0.0037174721189591076,42,16,36,True,True,False,False,False
False,Ghana,Slovak Republic,Country Name,0.0037174721189591076,0.0037174721189591076,5,15,14,True,True,False,False,False
False,IDA blend,Europe & Central Asia (IDA & IBRD countries),Country Name,0.0037174721189591076,0.0037174721189591076,9,44,39,True,True,False,False,False
False,Chile,Channel Islands,Country Name,0.0037174721189591076,0.0037174721189591076,5,15,12,True,True,False,False,False
False,Argentina,Curacao,Country Name,0.0037174721189591076,0.0037174721189591076,9,7,9,True,True,False,False,False
False,Sri Lanka,Hungary,Country Name,0.0037174721189591076,0.0037174721189591076,9,7,8,True,True,False,False,False
False,Least developed countries: UN classification,Cameroon,Country Name,0.0037174721189591076,0.0037174721189591076,44,8,39,True,True,False,False,False
False,Morocco,Suriname,Country Name,0.0037174721189591076,0.0037174721189591076,7,8,7,True,True,False,False,False
False,Botswana,South Sudan,Country Name,0.0037174721189591076,0.0037174721189591076,8,11,8,True,True,False,False,False
False,Israel,Arab World,Country Name,0.0037174721189591076,0.0037174721189591076,6,10,8,True,True,False,False,False
False,Late-demographic dividend,Bosnia and Herzegovina,Country Name,0.0037174721189591076,0.0037174721189591076,25,22,22,True,True,False,False,False
False,Georgia,Isle of Man,Country Name,0.0037174721189591076,0.0037174721189591076,7,11,8,True,True,False,False,False
False,East Asia & Pacific,Latin America & the Caribbean (IDA & IBRD countries),Country Name,0.0037174721189591076,0.0037174721189591076,19,52,41,True,True,False,False,False
False,Middle income,Peru,Country Name,0.0037174721189591076,0.0037174721189591076,13,4,12,True,True,False,False,False
False,Bangladesh,Turks and Caicos Islands,Country Name,0.0037174721189591076,0.0037174721189591076,10,24,20,True,True,False,False,False
False,Fiji,Tunisia,Country Name,0.0037174721189591076,0.0037174721189591076,4,7,5,True,True,False,False,False
False,Tonga,Marshall Islands,Country Name,0.0037174721189591076,0.0037174721189591076,5,16,15,True,True,False,False,False
False,United Kingdom,Sudan,Country Name,0.0037174721189591076,0.0037174721189591076,14,5,12,True,True,False,False,False
False,Bahrain,IDA only,Country Name,0.0037174721189591076,0.0037174721189591076,7,8,8,True,True,False,False,False
False,Greece,Montenegro,Country Name,0.0037174721189591076,0.0037174721189591076,6,10,8,True,True,False,False,False
False,Vietnam,Niger,Country Name,0.0037174721189591076,0.0037174721189591076,7,5,6,True,True,False,False,False
False,Moldova,Solomon Islands,Country Name,0.0037174721189591076,0.0037174721189591076,7,15,11,True,True,False,False,False
False,"Iran, Islamic Rep.",French Polynesia,Country Name,0.0037174721189591076,0.0037174721189591076,18,16,15,True,True,False,False,False
False,Libya,Samoa,Country Name,0.0037174721189591076,0.0037174721189591076,5,5,4,True,True,False,False,False
False,Latin America & Caribbean (excluding high income),Portugal,Country Name,0.0037174721189591076,0.0037174721189591076,49,8,46,True,True,False,False,False
False,Zimbabwe,Kyrgyz Republic,Country Name,0.0037174721189591076,0.0037174721189591076,8,15,14,True,True,False,False,False
False,United States,Guam,Country Name,0.0037174721189591076,0.0037174721189591076,13,4,12,True,True,False,False,False
False,Nauru,Palau,Country Name,0.0037174721189591076,0.0037174721189591076,5,5,3,True,True,False,False,False
False,Jordan,Denmark,Country Name,0.0037174721189591076,0.0037174721189591076,6,7,6,True,True,False,False,False
False,Finland,"Bahamas, The",Country Name,0.0037174721189591076,0.0037174721189591076,7,12,11,True,True,False,False,False
False,Burundi,Middle East & North Africa (excluding high income),Country Name,0.0037174721189591076,0.0037174721189591076,7,50,46,True,True,False,False,False
False,Oman,Poland,Country Name,0.0037174721189591076,0.0037174721189591076,4,6,4,True,True,False,False,False
False,Germany,Pakistan,Country Name,0.0037174721189591076,0.0037174721189591076,7,8,7,True,True,False,False,False
False,Monaco,Trinidad and Tobago,Country Name,0.0037174721189591076,0.0037174721189591076,6,19,16,True,True,False,False,False
False,"Congo, Dem. Rep.",Euro area,Country Name,0.0037174721189591076,0.0037174721189591076,16,9,13,True,True,False,False,False
False,Latvia,Iceland,Country Name,0.0037174721189591076,0.0037174721189591076,6,7,7,True,True,False,False,False
False,Somalia,Nicaragua,Country Name,0.0037174721189591076,0.0037174721189591076,7,9,7,True,True,False,False,False
False,Pacific island small states,Netherlands,Country Name,0.0037174721189591076,0.0037174721189591076,27,11,22,True,True,False,False,False
False,Faroe Islands,Senegal,Country Name,0.0037174721189591076,0.0037174721189591076,13,7,11,True,True,False,False,False
False,Thailand,Europe & Central Asia,Country Name,0.0037174721189591076,0.0037174721189591076,8,21,20,True,True,False,False,False
False,Not classified,Central African Republic,Country Name,0.0037174721189591076,0.0037174721189591076,14,24,20,True,True,False,False,False
False,Other small states,Mexico,Country Name,0.0037174721189591076,0.0037174721189591076,18,6,17,True,True,False,False,False
False,1,0,CeProv,0.3234519104084321,0.6765480895915679,1,1,1,False,False,False,False,False
False,Love,Hate,q28LoveOCaml,0.04495815065763252,0.09322439218812276,4,4,3,True,True,False,False,False
False,4,3,q15Level2,0.005819051414906337,0.01992825827022718,1,1,1,False,False,False,False,False
False,2,1,q15Level2,0.001434834595456357,0.9728178557194102,1,1,1,False,False,False,False,False
False,95.0,100.0,series,0.0010358615260312,0.16103503283681034,4,5,3,False,False,False,False,False
False,1000.0,300.0,series,0.19890613022851106,0.13808034141995898,6,5,2,False,False,False,False,False
False,600.0,30.0,series,0.003542646419026705,0.06998280469866787,5,4,2,False,False,False,False,False
False,500.0,150.0,series,0.012596076156539394,0.0008701236818662081,5,5,2,False,False,False,False,False
False,200.0,1100.0,series,0.15086287265118398,0.003273322422258593,5,6,2,False,False,False,False,False
False,20.0,400.0,series,0.10942841160993598,0.034141995897988366,4,5,2,False,False,False,False,False
False,10.0,40.0,series,0.09051358014460628,0.02318258095257826,4,4,1,False,False,False,False,False
False,memorandum_item_fisim_if_distributed_to_uses,agriculture_hunting_and_related_service_activities,category,0.0016205641532999972,0.013927002985956605,44,50,40,True,True,False,False,False
False,financial_intermediation,wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_and_personal_and_household_goods,category,0.027554067302656023,0.02696314335725381,24,92,80,True,True,False,False,False
False,manufacturing,education_health_and_social_work_other_community_social_and_personal_services,category,0.047470890280644114,0.04460132778819853,13,77,69,True,True,False,False,False
False,transport_storage_and_communications,mining_and_quarrying,category,0.047793212432681684,0.04484754609878279,36,20,26,True,True,False,False,False
False,fishing,hotels_and_restaurants,category,0.02272818841520465,0.02646623003952923,7,22,20,True,True,False,False,False
False,public_administration_and_defence_compulsory_social_security,health_and_social_work,category,0.04448493367774052,0.021009136937670952,60,22,45,True,True,False,False,False
